Nama Makanan,Gambar,Deskripi,Bahan Makanan,Bahan Dasar,Kalori,Protein,Lemak,Karbohidrat,Kehalalan,Resep,Harga,Alergi
Tamagoyaki ,https://github.com/KostKater/ML/blob/main/Gambar/tamagoyaki-anak-kos-foto-resep-utama.jpg?raw=true," Omelet ala Jepang yang terbuat dari telur, dilipat menjadi lapisan yang lezat.","1 butir telur ayam
2 lembar daun pakcoy iris tipis
1/2 wortel ukuran kecil iris kecil","telur,daun pakcoy,wortel",150,10,10,10,1,"Langkah 1
Kocok telur dengan irisan tipis pakcoy dan wortel, jangan lupa diberi garam (boleh ditambah merica bubuk dan penyedap)
Langkah 2
Masukkan telur di wajan anti lengket sedikit demi sedikit, jika sudah setengah matang, lipat/gulung telur
Langkah 3
Ulangi hingga adonan telur dan sayur habis, sebelum ditiriskan boleh dibolak balik supaya matang hingga ke dalam
Langkah 4
Iris gulungan telur, dan jadi dehh","Rp10,000",Telur
Telur Pancake Bayam,https://github.com/KostKater/ML/blob/main/Gambar/telur-pancake-bayam-buru-buru-ala-anak-kos-4-foto-resep-utama.jpg?raw=true,"Pancake telur dengan tambahan bayam, menghasilkan hidangan yang sehat dan lezat.","1 genggam bayam (ambil daunnya saja)
1 butir telur ayam
2 sdm tepung terigu serbaguna
3 sdm minyak sayur
Secukupnya kaldu bubuk
Secukupnya garam
Secukupnya lada
Secukupnya air","bayam,telur,tepung terigu,minyak,kaldu bubuk,garam, lada, air",200,10,10,15,1,"Langkah 1
Campur tepung terigu dengan secukpnya air sampai bertekstur kental. Tambahkan bumbu (kaldu bubuk, garam, lada)
Langkah 2
Di wadah terpisah, kocok telur sampai merata. Tambahkan adonan tepung, aduk merata lalu masukkan bayam
Langkah 3
Panaskan sedikit minyak di atas teflon (pakai minyak secukpnya saja atau sampsi merata di seluruh bagian teflon). Tuang adonan pancake, masak sampai kecoklatan. Setelahnya pancake bisa disajikan bareng nasi atau temen cemilan","Rp10,000","Telur,Gandum"
Sup Jagung Sosis,https://github.com/KostKater/ML/blob/main/Gambar/sup-jagung-sosis-ala-anak-kost-foto-resep-utama.jpg?raw=true,"Sup dengan jagung dan sosis sebagai bahan utama, cocok untuk hidangan hangat dan mengenyangkan.","1 buah jagung ukuran besar
3 buah sosis ayam/sapi
2 siung bawang merah
1 siung bawang putih
1 batang daun bawang
Seledri
Bumbu-bumbu
1 sdt kaldu ayam
1 sdm gula pasir
1/2 sdt penyedap rasa
1/2 sdt merica bubuk
2 sdm minyak goreng
400 ml air","jagung, sosis,bawang merah,bawang putih,daun bawang, Seledri,kaldu ayam,gula,merica,minyak goreng,air",250,10,10,30,1,"Langkah 1
Cuci bersih jagung kemudian sisir lalu sisihkan
Langkah 2
Potong potong sosis sesuai selera lalu goreng sebentar
Langkah 3
Iris bawang merah, bawang putih, daun bawang dan seledri sisihkan
Langkah 4
Panaskan wajar tambahkan minyak goreng, tumis bawang merah dan putih tunggu hingga kecoklatan lalu tambahkan air
Langkah 5
Setelah air mendidih masukan jagung, tunggu hingga jagung sedikit lebih matang lalu tambahkan sosis, kemudian beri bumbu dan koreksi rasa
Langkah 6
Saat api akan dimatikan masukan daun bawang dan seledri lalu siap dihidangkan","Rp15,000",0
Bistik Ayam ,https://github.com/KostKater/ML/blob/main/Gambar/bistik-ayam-foto-resep-utama.jpg?raw=true,"Potongan ayam yang dimasak dengan saus mentega, menciptakan hidangan yang lezat dan menggugah selera.","Beberapa bagian ayam yang telah dipotong
Daun sup (seledri)
1 buah Kentang
1 buah Wortel
Bumbu:
Merica
5 siung Bawang merah
3 siung Bawang putih
Garam
Gula
Kecap manis
Secukupnya air","ayam,Daun seledri,Kentang, Wortel,Merica,Bawang merah, Bawang putih,Garam,Gula,Kecap manis, air",300,20,10,20,1,"Langkah 1
Siapkan alat dan bahan yang diperlukan.
Langkah 2
Cuci bersih ayam yang telah dipotong. Direbus sebentar. Kemudian ditiriskan.
Langkah 3
Potong kentang, wortel dan daun seledri, dicuci. Kemudian direbus kentang dan wortel sebentar. Lalu ditiriskan.
Langkah 4
Bumbu: ulek bawang merah, bawang putih, merica. Tambahkan sedikit garam untuk mempermudah ulekan.
Langkah 5
Panaskan minyak goreng. Goreng bumbu yang telah diulek sampai harum. Kemudian masukkan kentang, wortel dan ayam yang telah direbus tadi.
Langkah 6
Tambahkan sedikit air, daun seledri, kecap, gula, dan garam. Cek rasa sesuai selera","Rp15,000",Kedelai
Ayam Rica Kemangi,https://github.com/KostKater/ML/blob/main/Gambar/rica-ayam-kemangi-foto-resep-utama.jpg?raw=true,"Potongan ayam dimasak dengan bumbu rica yang pedas dan daun kemangi, menghasilkan hidangan yang segar dan pedas.","1 Ekor Ayam (Bisa Ayam Potong)
3 buah jeruk nipis
Garam, Micin dan Penyedap rasa
Bahan Halus
50 buah Cabe Rawit Merah (Bisa Sesuaikan)
1 Ruas Jahe
6 Siung Bawang Putih
8 Siung Bawang Merah
Bahan Kasar
3 buah daun jeruk
1 buah dauh pandan
1 buah daun kunyit
Bahan Iris
2 buah daun bawang
Secukupnya Kemangi","Ayam,jeruk nipis,Garam,cabai Rawit,cabai Merah,Jahe, Bawang Putih, Bawang Merah,daun jeruk,dauh pandan,daun kunyit,daun bawang, Kemangi",250,20,10,10,1,"Langkah 1
Cuci bersih ayam dan potong potong kecil berupa dadu. Bisa juga paha dan sayapnya tidak dipotong. Atau bisa juga menggunakan ayam potong.
Langkah 2
Beri garam sedikit dan perasan jeruk nipis pada ayam yang sudah dipotong. Lalu masukan ke dalam Kulkas.
Langkah 3
Blender/Ulek bumbu halus (Bawang Merah, Bawang Putih, Jahe dan Cabai Rawit)
Langkah 4
Setelah itu iris halus daun bawang dan kemangi.
Langkah 5
Panaskan minyak pada api sedang. Lalu tumis bumbu halus.
Langkah 6
Tunggu 3 menit masukan daun jeruk, daun kunyin dan daun pandan.
Langkah 7
Setelah bumbu matang dan harum, masukan ayam yang sudah di potong tadi. Masak dalam api sedang selama 35 menit. Jangan lupa di aduk2 agar tidak gosong.
Langkah 8
Masukan daun bawang dan kemangi yang sudah di iris halus.
Langkah 9
Tambahkan garam, micin dan penyedap rasa secukupnya.
Langkah 10
Setelah masak angkat dan hidangkan.","Rp15,000",Seafood
BaSos(Baso Sosis) sambal ijo ,https://github.com/KostKater/ML/blob/main/Gambar/basosbaso-sosis-sambal-ijo-ala-anak-kost-foto-resep-utama.jpg?raw=true,"Baso sosis dengan sambal ijo yang pedas dan segar, menghasilkan hidangan yang menggugah selera.","secukupnya Baso , bebas ya bisa ayam/sapi
secukupnya Sosis , bebas ayam/sapi
2 siung Bawang putih, geprek cincang halus
2 sachet ABC sambal ijo, klo pngen bumbunya agk bnyk bsa di tmbh
Secukupnya minyak goreng, air, gula pasir, garam/pneyedap rasa","Bakso,Sosis,Bawang putih,minyak goreng,gula,garam",300,15,10,30,1,"Langkah 1
Potong"" baso dan sosis sesuai selera, goreng sbentar, tiriskan, sisihkan
Langkah 2
Tumis bawang putih sebentar lalu masukan ABC sambal ijon.nya tumis sbntar lalu beri secukupnya air, gula pasir, garam/penyedap rasa kmudian test rasa
Langkah 3
Jika di rasa cukup masukan basos.nya aduk smpai air mnyusut dan bumbu meresap, dan.. selesai.. siap di nikmati dengan nasi putih hangeut"",,yakin pedes manisnya bikin nambah terus","Rp10,000",0
Ayam geprek ,https://github.com/KostKater/ML/blob/main/Gambar/ayam-geprek-ala-anak-kost-foto-resep-utama.jpg?raw=true,"Ayam goreng yang dihaluskan dengan sambal pedas, menciptakan hidangan yang pedas dan menggugah selera.","4 potong ayam
tepung terigu/ bumbu racik serbaguna
sambel geprek
4 siung bawang putih
10 biji cabe setan
micin
garam","ayam, tepung terigu,bawang putih, cabai,garam",300,20,15,20,1,"Langkah 1
Masukan ayam yang sudah di ungkep ke dalam tepung terigu basah
Langkah 2
Balurkan dengan tepung terigu kering agar ayam crispy
Langkah 3
Goreng ayam dengan minyak panas dan api kecil
Langkah 4
Uleg atau blender semua bahan sambal
Langkah 5
Masukan minyak bekas goreng ayam sedikit ke sambal dan geprek ayamnya
Langkah 6
Selesai","Rp15,000",Gandum
Kwetiau Goreng,https://github.com/KostKater/ML/blob/main/Gambar/kwetiau-goreng-ter-simpel-se-cookpad-cocok-untuk-anak-kost-foto-resep-utama.jpg?raw=true,"Kwetiau yang digoreng dengan bumbu dan variasi tambahan, menghasilkan hidangan yang lezat dan mengenyangkan.","1 Bungkus Kwetiau
Secukupnya sawi hijau (caisim)
secukupnya kubis (kol)
secukupnya bakso, potong bebas
secukupnya daging ayam, potong bebas (rebus)
2 butir telur kocok lepas
BUMBU HALUS :
2 bawang putih
3 bawang merah
2 kemiri
3 cabai rawit
BUMBU LAINNYA :
Secukupny merica bubuk
secukupnya garam, royco
1 1/2 bungkus kecap bangau 1000an","Kwetiau,sawi,kubis,kol, bakso,ayam,telur,bawang putih, bawang merah, kemiri,cabai rawit,,merica,garam, royco,kecap",400,15,10,60,1,"Langkah 1
Rendam kwetiau kedalam air hangatt, supaya pisah mie nya
Langkah 2
Siapkan dan sisihkan :
-potong sayur caisim, kol kemudian cuci (potong sesuai selera)
-potong bakso, dan daging ayam yg sudah direbus (direbus pake garam)
-kocok telur hingga rata.
Langkah 3
Bumbu halus :
uleg bawang merah,bawang putih kemiri dan cabai rawit sisihkan.
Langkah 4
SIAPKAN WAJAN MINYAK :
-tumis dulu telurnya hingga cukup padat, angkat. masukkan ketempat telur sebelumnya gapapa kok -tumis bumbu hingga harum, masukkan potongan ayam, bakso beris sedikit garam dan penyedap. jeda sebentar, masukkan sayuran dulu. campur
Langkah 5
Terakhir masukkan kwetiau aduk rata, masukkan BUMBU LAINNYA, jika dirasa seret masakannya, beri air sedikitt saja. cek rasaa
Selesaiii
Langkah 6
NOTE : KALO GADA AYAM ATO BAKSO ATO LAINNYA GAPAPA, GANTI SEADANYA, ASALKAN BUMBU HALUS+ BUMBU LAINNGA JGN DISKIP YAA.","Rp10,000","Telur,Kedelai"
Sandwich kentang,https://github.com/KostKater/ML/blob/main/Gambar/sandwich-kentang-anak-kos-foto-resep-utama.jpg?raw=true, Roti dengan isian kentang yang lezat dan cocok sebagai camilan atau sarapan.,"2-4 lembar roti tawar gandum
1/3 batang wortel (dri wortel ukuran sedang)
1/2 batang daun bawang (ambil bagian hijau)
1/2 butir kentang (dari kentang uk. Sedang)
1 telur ayam
1 buah crab stick
Sejumput garam
15 gr mayonaise
5 gr butter salted
Sejumput merica
Sejumput italian herbs
1 sdm madu","roti,roti tawar,wortel,daun bawang,kentang,telur, crab stick,garam,mayonaise,mentega,merica,madu",300,10,10,40,1,"Langkah 1
Kupas dan cuci semua sayuran.kemudian potong2. Untuk wortel potong dadu kecil2. Untuk daun bawang, iris tipis. Lalu untuk kentang potong sesuai selera, nanti akan dihancurkan setelah direbus.
Langkah 2
Didihkan air, beri garam. Rebus irisan wortel selama kurleb 2 menit. Angkat dan rendam di air dingin, tiriskan. Rebus potongan kentang di air yg sama hingga matang. Di sisi lain didihkan air, lalu masukkan telur yg sudah di cuci ke dalam air mendidih. Tunggu 8 menit baru rendam di air dingin sisihkan.
Langkah 3
Gabungkan potongan blansir wortel, irisan crabstick, daun bawang dan kentang.Haluskan kentang dengan garpu. Kupas telur yg sudah matang. Belah dua telur, setengah di cincang, dan setengah lagi untuk isian sandwich.
Langkah 4
Saatnya menggabungkan semua bahan bumbu. Mayonaise, madu, garam, merica, butter, cincangan telur, kentang, crab stick,italian herbs, daun bawang jadikan satu dalam satu wadah. Kemudian aduk rata. Isian salad kentang siap digunakan.
Langkah 5
Butter yg digunakan dalam resep ini adalah lurpak. Italian herbs merek jay's.
Langkah 6
Roti yg digunakan merek komugi, dan agak tebal. Karena dalam satu kemasan hanya berisi 6 iris. Jika menggunakan roti tipis seperti sari roti, isian ini bisa untuk 3 bahkan 4 lembar roti(namun untuk telur yg diiris bisa ditambahkan di luar resep). Untuk mayonaise bisa gunakan merek yummy, namun karena yg ada kewpie jadi digunakan merek kewpie.
Langkah 7
Iris roti jadi dua. Oleskan salad kentang tadi. Tata irisan telur. Tutup dengan salad kentang lagi. Lalu timpa dengan bagian roti yang lain. Bisa dimasukkan ke dalam lemari es dengan di bungkus plastic wrap atau wadah kedap udara seperti tupperware. Potong2 sesuai selera untuk dijadikan bekal.","Rp10,000","Telur,Gandum"
Telur Crispy,https://github.com/KostKater/ML/blob/main/Gambar/telur-crispy-ala-anak-kos-foto-resep-utama.jpg?raw=true,"Telur yang digoreng hingga renyah di luar, tetapi lembut di dalamnya.","2 telur ayam
1 sachet tepung crispy merk mama suka
Garam
Minyak untuk menggoreng
secukupnya Air","telur,tepung,Garam,Minyak, Air",200,10,10,10,1,"Langkah 1
Goreng telur tambahkan garam
Langkah 2
Buat adonan tepung mama suka basah dan kering
Langkah 3
2 sendok tepung mama suka dan tambah sedikit air untuk adonan basah
Langkah 4
Celupkan telor yang sudah di goreng ke adonan basah
Langkah 5
Lalu balur ke adonan tepung yang kering
Langkah 6
Panaskan minyak lalu goreng hingga matang
Langkah 7
Cocok banget di santap sama oseng kangkung dan dan nasi hangat","Rp10,000",Telur
Sup Telur Bakso,https://github.com/KostKater/ML/blob/main/Gambar/sup-telur-bakso-sederhana-ala-anak-kost-foto-resep-utama.jpg?raw=true,"Sup dengan tambahan telur dan bakso sebagai bahan utama, cocok untuk hidangan hangat.","5 butir Bakso
1 Butir telur ayam
Cabai domba (Sesuai Selera)
Daun Bawang
1 Siung Bawang putih
2 Siung Bawang merah
1/2 Tomat
Secukupnya Air
Penyedap Rasa
secukupnya Gula","Bakso, telur,Cabai,Daun Bawang,Bawang putih, Bawang merah,Tomat, Air,Gula",250,15,10,20,1,"Langkah 1
Iris bawang putih, bawang merah, daun bawang, Cabai, juga Tomat.
Langkah 2
Panaskan minyak, lalu masukan bawang putih dan bawang merah tumis hingga harum.
Langkah 3
Masukan telur, dan orak orik telur tsb. Lalu tambahan air secukupnya (sesuai selera).
Langkah 4
Lalu masukan Bakso, tomat juga daun bawang. Masukan juga penyedap rasa juga gula, icip icip jika sudah pas tunggu sampai mendidih. Dan Sup telur Bakso pun siap dinikmatiii. Selamat mencobaaa yakkkk","Rp15,000",Telur
Steak tempe dan tahu,https://github.com/KostKater/ML/blob/main/Gambar/steak-tempe-dan-tahu-ala-anak-kos-foto-resep-utama.jpg?raw=true,"Potongan tempe dan tahu yang dimasak dengan cara dipanggang atau digoreng, menghasilkan hidangan yang gurih.","1 lonjor tempe kedelai
3 potong tahu sutera putih
1 butir telur ayam
1 sdm tepung terigu
3 buah buncis
1 buah wortel
3 lembar daun
3 lembar daun salada (optional)
1 sdm margarin
Bumbu
1/2 sdm garam
1/2 sdm gula putih
1/2 sdt lada putih
1/4 sdm penyedap rasa ayam/ totole
1 sdm saus tiram
1/2 sdm kecap manis bangau","tempe,tahu,telur,tepung terigu, buncis, wortel,daun salada,margarin,garam,gula,lada,saus tiram,kecap",300,15,10,30,1,"Langkah 1
Kukus tahu dan tempe selama 20 menit, tiriskan dan hancurkan hingga lembut
Langkah 2
Campur dengan tepung terigu, telur dan bumbu (ada di atas)
Langkah 3
Bentuk tempe seperti steak, dan di goreng menggunakan teflon dg margarin sedikit hingga warna berubah kecoklatan, tiriskan.
Langkah 4
Didihkan air dan masukan sejumput garam lalu rebus sayur selama 1 menit agar tidak overcook.
Langkah 5
Sajikan steak diatas piring dan hias steak beserta sayurnya agak sangat menarik dan hidangkan.","Rp15,000","Telur,Kacang,Kedelai,Gandum"
Sarden ikan pindang saus tomat,https://github.com/KostKater/ML/blob/main/Gambar/sarden-ikan-pindang-saus-tomat-ala-anak-kos-foto-resep-utama.jpg?raw=true," Sarden ikan pindang yang disajikan dengan saus tomat yang lezat dan praktis, cocok untuk hidangan sehari-hari yang simpel namun nikmat.","3 ekor ikan pindang
2 Buah Tomat
Bumbu halus
3 siung bawang merah
2 siung bawang putih
2 1/2 buah Kemiri
2 buah Cabai merah besar (sesuai selera)
Cabai rawit(sesuai selera)
Bahan tambahan
secukupnya Gula
secukupnya Garam
Penyedap rasa Roico rasa ayam
secukupnya Air","ikan pindang,Tomat,bawang merah,bawang putih,Kemiri,Cabai merah,Cabai rawit,Gula, Garam,Royco, Air",200,10,10,20,1,"Langkah 1
Cuci ikan pindang terlebih dahulu
Langkah 2
Lalu goreng ikan pindang setengah matang jangan kering² ya
Langkah 3
Habis itu tumis bumbu halus seperti: bawang merah,bawang putih,kemiri,cabai kalo sudah tercium harum
Langkah 4
Tambahkan air secukupnya jangan banyak² ya, tp sesuai selera kalian sih😊, habis itu potong ² tomat dan masukan kedalam air yang mendidih beserta bumbu tadi
Langkah 5
Tunggu beberapa menit sampai tomat terlihat hancur, lalu masukan ikan pindang yang telah di goreng dan di cuci lagi tadi
Langkah 6
Lalu tambahkan bumbu garam,penyedap rasa, dan gula secukupnya.. Kalo sudah aduk² tunggu beberapa menit.. Kalo air nya sudah lumayan menyusut langsung matikan api
Langkah 7
Dan sarden ikan pindang ala anak kos²an pun siap di sajikan","Rp15,000",Seafood
Tumis Sambal Telur ,https://github.com/KostKater/ML/blob/main/Gambar/tumis-sambal-telur-ala-anak-kost-foto-resep-utama.jpg?raw=true,"Telur yang ditumis dengan bumbu sambal, menciptakan hidangan yang pedas dan menggugah selera.","5 butir telur direbus lalu dipotong jadi 3 atau 4 bagian
1 sdm gula
1 sdm ebi (opsional)
1/2 sdt garam, aku garamnya dikit krn pakek ebi. Udah asin. Boleh ditambah kalo kurang asin
1 sdt kaldu ayam atau kaldu jamur
Bumbu uleg / blender kasar:
10 buah cabe merah rawit
5 butir bawang merah
3 butir bawang putih
Sedikit air","telur,gula,garam,ebi,kaldu ayam,kaldu jamur,cabai merah,bawang merah, bawang putih",200,10,10,15,1,"Langkah 1
Potong telur menjadi 3 atau 4 bagian. Boleh dipotong gini atau telur utuh ya. Aku potong biar dapet banyak hehe
Langkah 2
Goreng sebentar telur
Langkah 3
Panaskan minyak, tumis bumbu uleg. Tambahkan ebi, garam, gula dan kaldu ayam. Koreksi rasa
Langkah 4
Jika rasa sudah pas, tambahkan telur. Aduk merata","Rp15,000","Telur,udang"
Mi Tek-Tek Kuah,https://github.com/KostKater/ML/blob/main/Gambar/100mi-tek-tek-kuah-ala-anak-kos-foto-resep-utama.jpg?raw=true,"Mi yang dimasak dengan bumbu kuah khas, memberikan cita rasa yang lezat.","Bahan Utama: Mi dibumbuin dulu biar cucok
3 bh mi biasa
1 sdm lada bubuk
3 sdm minyak goreng
Bahan Bumbu Ulek: Untuk membalur mi
3 bh bawang merah
3 bh bawang putih
3 bh cabe ijo/cabe rawit
1/2 sdm lada bubuk
1/2 sdm garam
Bahan Lauk:Untuk gantiin ayam
1 bh tempe iris
Bahan Bumbu Iris:Biar greget krenyes
2 bh bawang merah
2 bh bawang putih
Bahan Sayur: Biar sehatt
1 bh pakcoy iris
1/2 bh kol iris
1 bh wortel iris
🍜 Bahan Hiasan:Biar cantikk bergairah😃👇
1 bh daun bawang iris
1 bh tomat iris
3 bh cabe merah utuh","Mie,lada,minyak goreng,bawang merah, bawang putih,cabai ijo,cabai rawit,lada,garam,tempe,bawang merah,bawang putih,pakcoy,kol,wortel, daun bawang, tomat, cabai merah",300,10,10,40,1,"Langkah 1
Siapkan semua bahan. Potong dan cuci bersih ya gais...😊
Langkah 2
Goreng tempe dengan saus tiram... Tempe ini pengganti lauk ayam. Wkwkw.
Langkah 3
Tara.... Jadiii❤
Langkah 4
Sangrai bumbu ulek dan bumbu iris. Tujuannya bumbu ulek untuk membalur mi nya supaya meresap.🍜
Langkah 5
Nah.. Masukkan mi yang udah dibumbuin lada dan dibaluri minyak goreng setelah direbus yakkkk🍜
Langkah 6
Masukkan air dan semua sayur beserta hiasannya yaitu tomat dan daun bawang. Biar sehat dan cantikk❤
Langkah 7
Sajikan.... Tambahkan cabe.. Oiya tes rasa dulu.. Garam... Dan mi tek-tek kuah ala anak kos dengan tempe pengganti lauk ayam... Sudah cucok... Uwww.. Mantappp.","Rp10,000","Kedelai,Gandum"
Sup telur baso ,https://github.com/KostKater/ML/blob/main/Gambar/sup-telur-baso-ala-anak-kos-foto-resep-utama.jpg?raw=true,"Sup dengan tambahan telur dan baso sebagai bahan utama, cocok untuk hidangan hangat dan mengenyangkan.","3 buah bakso
1 telur ayam
1/2 buah wortel
3 buah buncis
1/4 bawang bombai (opsional)
2 bawang putih
secukupnya Minyak goreng
Air 200ml (sesuai selera)
Daun bawang (opsional)
Garam
Kaldu bubuk
Lada","bakso, telur,wortel, buncis,bawang bombai, bawang putih,Minyak goreng,Daun bawang,Garam, Kaldu,Lada",250,15,10,20,1,"Langkah 1
Potong bakso, buncis dan wortel
Langkah 2
Geprek bawang putih, cincang kasar. Lalu iris bawang bombai dan daun bawang
Langkah 3
Didihkan air, jika sudah masukkan bawang putih & bombai (boleh digoreng dulu, sesuai selera)
Langkah 4
Lalu masukkan bakso dan sayur mayurnya
Langkah 5
Bumbui dengan garam, lada dan kaldu bubuk
Langkah 6
Koreksi rasa, saran untuk asinnya agar di naikkan sedikit soalnya kalo ditambah telur suka berubah rasanya
Langkah 7
Lalu masukkan telur dan aduk
Kalo susah bisa telurnya dikocok dulu dimangkok lain
Langkah 8
Jika sudah semua cek dan koreksi rasanya
Langkah 9
Sup siap dihidangkan :)","Rp10,000","Telur,Kacang"
